gene_id,gene_symbol,figure3_in_house_FFPE_resistance_group_Sample_GZ23090348_minus_R23104123_minus_R23104123_GZ23090348_minus_R23104123_minus_R23104123_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094716_minus_R23101817_minus_R23101817_GZ23094716_minus_R23101817_minus_R23101817_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094729_minus_R23101831_minus_R23101831_GZ23094729_minus_R23101831_minus_R23101831_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094731_minus_R23101833_minus_R23101833_GZ23094731_minus_R23101833_minus_R23101833_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094732_minus_R23101834_minus_R23101834_GZ23094732_minus_R23101834_minus_R23101834_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094709_minus_R23096232_minus_R23096232_GZ23094709_minus_R23096232_minus_R23096232_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094724_minus_R23101825_minus_R23101825_GZ23094724_minus_R23101825_minus_R23101825_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094725_minus_R23101826_minus_R23101826_GZ23094725_minus_R23101826_minus_R23101826_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094741_minus_R23101845_minus_R23101845_GZ23094741_minus_R23101845_minus_R23101845_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094742_minus_R23101846_minus_R23101846_GZ23094742_minus_R23101846_minus_R23101846_combined
MSTRG.25955|ZNF578,MSTRG.25955|ZNF578,28,19,102,46,16,0,4,0,7,8
MSTRG.25958|RPL39P34,MSTRG.25958|RPL39P34,2,1,2,1,1,0,1,0,0,1
MSTRG.25958|ZNF701,MSTRG.25958|ZNF701,207,90,84,394,187,0,68,2,6,72
MSTRG.25958|ZNF808,MSTRG.25958|ZNF808,545,127,198,874,250,0,98,0,20,149
MSTRG.2595|FAM91A3P,MSTRG.2595|FAM91A3P,6,3,50,49,3,0,3,0,0,0
MSTRG.25960|ZNF137P,MSTRG.25960|ZNF137P,23,18,33,74,22,0,19,0,0,16
MSTRG.25961|ZNF83,MSTRG.25961|ZNF83,947,258,317,1551,565,0,90,0,30,368
MSTRG.25963|ZNF611,MSTRG.25963|ZNF611,289,131,141,572,175,0,49,0,27,86
MSTRG.25964|ZNF600,MSTRG.25964|ZNF600,166,33,146,191,32,0,25,0,0,28
MSTRG.25965|ZNF28,MSTRG.25965|ZNF28,271,65,104,422,116,0,50,0,0,40
MSTRG.25965|ZNF468,MSTRG.25965|ZNF468,257,52,77,329,99,0,24,0,3,31
MSTRG.25966|PABPN1P2,MSTRG.25966|PABPN1P2,7,3,11,11,9,0,8,0,0,2
MSTRG.25967|ZNF320,MSTRG.25967|ZNF320,481,242,284,875,475,8,101,0,15,261
MSTRG.25969|ZNF888,MSTRG.25969|ZNF888,229,56,84,171,108,0,44,0,0,35
MSTRG.25971|ZNF321P,MSTRG.25971|ZNF321P,103,29,43,60,76,0,37,0,5,67
MSTRG.25971|ZNF702P,MSTRG.25971|ZNF702P,25,62,59,75,81,0,36,0,0,54
MSTRG.25971|ZNF816,MSTRG.25971|ZNF816,66,10,29,114,33,0,37,0,8,24
MSTRG.25971|ZNF816-ZNF321P,MSTRG.25971|ZNF816-ZNF321P,0,0,0,0,0,0,0,0,0,0
MSTRG.25974|ERVV-1,MSTRG.25974|ERVV-1,0,18,33,15,43,0,11,0,0,16
MSTRG.25975|ERVV-2,MSTRG.25975|ERVV-2,0,12,33,9,21,0,7,0,0,0
MSTRG.25976|ZNF160,MSTRG.25976|ZNF160,458,133,261,811,326,0,77,0,19,181
MSTRG.25977|ZNF415,MSTRG.25977|ZNF415,97,32,79,123,25,0,16,0,5,22
MSTRG.25978|ZNF347,MSTRG.25978|ZNF347,304,58,154,411,119,0,62,0,11,114
MSTRG.25979|ZNF665,MSTRG.25979|ZNF665,87,6,119,87,14,0,7,0,0,22
MSTRG.2597|LINC02591,MSTRG.2597|LINC02591,56,33,131,100,31,0,29,0,8,14
MSTRG.25982|NDUFV2P1,MSTRG.25982|NDUFV2P1,7,1,4,8,1,0,6,0,0,1
MSTRG.25983|ZNF677,MSTRG.25983|ZNF677,127,30,114,112,45,0,12,0,0,10
MSTRG.25985|VN1R2,MSTRG.25985|VN1R2,4,0,17,1,1,0,0,0,6,1
MSTRG.25986|VN1R4,MSTRG.25986|VN1R4,0,0,16,0,0,0,0,0,0,0
MSTRG.25988|FAM90A27P,MSTRG.25988|FAM90A27P,0,0,23,0,0,0,0,0,0,0
MSTRG.25989|BIRC8,MSTRG.25989|BIRC8,0,0,51,0,0,0,0,0,0,0
MSTRG.2598|RNU1-143P,MSTRG.2598|RNU1-143P,0,0,2,2,0,0,0,0,0,3
MSTRG.25990|FAM90A28P,MSTRG.25990|FAM90A28P,0,0,41,0,0,0,0,0,0,0
MSTRG.25991|VN1R6P,MSTRG.25991|VN1R6P,0,0,15,0,0,0,0,0,0,0
MSTRG.25992|ZNF845,MSTRG.25992|ZNF845,209,37,61,224,46,0,24,0,4,20
MSTRG.25993|ZNF525,MSTRG.25993|ZNF525,213,39,82,341,57,0,18,0,0,33
MSTRG.25994|ZNF765,MSTRG.25994|ZNF765,196,69,209,376,70,0,55,0,4,56
MSTRG.25995|RPL39P36,MSTRG.25995|RPL39P36,10,3,6,10,2,0,3,0,0,4
MSTRG.25997|TPM3P9,MSTRG.25997|TPM3P9,106,23,55,138,40,0,33,0,5,32
MSTRG.25997|ZNF761,MSTRG.25997|ZNF761,365,52,116,392,158,1,46,3,10,105
MSTRG.25999|ZNF813,MSTRG.25999|ZNF813,130,36,99,197,39,7,26,0,4,61
MSTRG.2599|PDE4DIPP3,MSTRG.2599|PDE4DIPP3,0,0,25,0,0,0,0,0,0,0
MSTRG.259|Y_RNA,MSTRG.259|Y_RNA,1,0,6,3,2,0,0,0,0,0
MSTRG.25|CICP7,MSTRG.25|CICP7,120,37,231,136,100,0,53,12,14,74
MSTRG.26000|TPM3P6,MSTRG.26000|TPM3P6,10,4,22,11,0,0,10,0,0,3
MSTRG.26003|ZNF331,MSTRG.26003|ZNF331,330,54,193,328,99,0,43,0,11,94
MSTRG.26005|OSTCP3,MSTRG.26005|OSTCP3,0,0,9,1,0,0,0,0,0,0
MSTRG.26006|RN7SL317P,MSTRG.26006|RN7SL317P,1,1,7,1,1,0,0,0,0,0
MSTRG.26007|DPRX,MSTRG.26007|DPRX,0,0,18,0,0,0,0,0,0,0
MSTRG.26009|MIR512-1,MSTRG.26009|MIR512-1,0,0,1,0,0,0,0,0,0,0
MSTRG.26010|MIR512-2,MSTRG.26010|MIR512-2,0,0,1,0,0,0,0,0,0,0
MSTRG.26011|MIR1323,MSTRG.26011|MIR1323,0,0,0,2,0,0,0,0,0,0
MSTRG.26012|MIR498,MSTRG.26012|MIR498,0,0,0,0,0,0,0,0,0,0
MSTRG.26013|MIR515-1,MSTRG.26013|MIR515-1,0,0,1,0,0,0,0,0,0,0
MSTRG.26014|MIR519E,MSTRG.26014|MIR519E,0,0,0,0,0,0,0,0,0,0
MSTRG.26015|MIR515-2,MSTRG.26015|MIR515-2,0,0,2,0,0,0,0,0,0,0
MSTRG.26016|MIR520A,MSTRG.26016|MIR520A,0,0,2,0,0,0,0,0,0,0
MSTRG.26017|MIR519B,MSTRG.26017|MIR519B,0,0,1,0,0,0,0,0,0,0
MSTRG.26018|MIR525,MSTRG.26018|MIR525,0,0,2,0,0,0,0,0,0,0
MSTRG.26019|MIR523,MSTRG.26019|MIR523,0,0,2,0,0,0,0,0,0,0
MSTRG.2601|FCGR1CP,MSTRG.2601|FCGR1CP,5,0,32,94,12,0,0,0,0,0
MSTRG.26020|MIR518F,MSTRG.26020|MIR518F,0,0,3,0,0,0,0,0,0,0
MSTRG.26021|MIR520B,MSTRG.26021|MIR520B,0,0,1,0,0,0,0,0,0,0
MSTRG.26022|MIR518B,MSTRG.26022|MIR518B,0,0,3,0,0,0,0,0,0,0
MSTRG.26023|MIR518C,MSTRG.26023|MIR518C,0,0,0,0,0,0,0,0,0,0
MSTRG.26024|MIR524,MSTRG.26024|MIR524,0,0,0,0,0,0,0,0,0,0
MSTRG.26025|MIR520D,MSTRG.26025|MIR520D,0,0,2,0,0,0,0,0,0,0
MSTRG.26026|MIR520G,MSTRG.26026|MIR520G,0,0,4,0,0,0,0,0,0,0
MSTRG.26027|MIR518E,MSTRG.26027|MIR518E,0,0,0,0,0,0,0,0,0,0
MSTRG.26028|MIR518A1,MSTRG.26028|MIR518A1,0,0,0,0,0,0,0,0,0,0
MSTRG.26029|RNU6-980P,MSTRG.26029|RNU6-980P,0,0,2,0,0,0,0,0,0,0
MSTRG.2602|H2BP2,MSTRG.2602|H2BP2,19,12,49,202,23,0,5,0,0,8
MSTRG.2602|H3-2,MSTRG.2602|H3-2,61,30,94,149,72,0,27,0,1,28
MSTRG.26030|MIR516B1,MSTRG.26030|MIR516B1,0,0,2,0,0,0,0,0,0,0
MSTRG.26031|MIR518A2,MSTRG.26031|MIR518A2,0,0,3,0,0,0,0,0,0,0
MSTRG.26032|MIR517C,MSTRG.26032|MIR517C,0,0,1,0,0,0,0,0,0,0
MSTRG.26033|MIR520H,MSTRG.26033|MIR520H,0,0,0,0,0,0,0,0,0,0
MSTRG.26034|MIR521-1,MSTRG.26034|MIR521-1,0,0,1,0,0,0,0,0,0,0
MSTRG.26035|RNU6-751P,MSTRG.26035|RNU6-751P,1,0,2,0,0,0,0,0,0,0
MSTRG.26036|MIR519A1,MSTRG.26036|MIR519A1,0,0,0,0,0,0,0,0,0,0
MSTRG.26037|MIR527,MSTRG.26037|MIR527,0,0,1,0,0,0,0,0,0,0
MSTRG.26038|MIR1283-2,MSTRG.26038|MIR1283-2,0,0,3,0,0,0,0,0,0,0
MSTRG.26039|RNU6-1041P,MSTRG.26039|RNU6-1041P,0,0,3,0,0,0,0,0,0,0
MSTRG.26040|MIR519A2,MSTRG.26040|MIR519A2,1,0,5,5,0,0,0,0,0,5
MSTRG.26041|RNU6-165P,MSTRG.26041|RNU6-165P,0,0,0,0,0,0,0,0,0,0
MSTRG.26042|HMGN1P32,MSTRG.26042|HMGN1P32,0,0,3,0,0,0,0,0,0,0
MSTRG.26043|SEPTIN7P8,MSTRG.26043|SEPTIN7P8,0,0,13,0,0,0,0,0,1,0
MSTRG.26045|MIR371B,MSTRG.26045|MIR371B,0,0,1,0,0,0,0,0,0,0
MSTRG.26046|MIR371A,MSTRG.26046|MIR371A,0,0,0,0,0,0,0,0,0,0
MSTRG.26047|MIR372,MSTRG.26047|MIR372,0,0,0,0,0,0,0,0,0,0
MSTRG.26048|MIR373,MSTRG.26048|MIR373,0,0,4,0,0,0,0,0,0,0
MSTRG.2604|RPL22P5,MSTRG.2604|RPL22P5,0,0,9,0,0,0,0,0,0,0
MSTRG.26050|NLRP12,MSTRG.26050|NLRP12,0,0,97,28,13,0,0,0,6,9
MSTRG.26051|MYADM-AS1,MSTRG.26051|MYADM-AS1,15,0,9,8,0,0,0,0,0,5
MSTRG.26052|MYADM,MSTRG.26052|MYADM,725,123,278,1119,536,11,113,0,11,69
MSTRG.26054|PRKCG,MSTRG.26054|PRKCG,0,0,81,0,0,0,19,5,0,0
MSTRG.26055|CACNG7,MSTRG.26055|CACNG7,0,0,66,0,0,0,0,0,0,0
MSTRG.26056|CACNG8,MSTRG.26056|CACNG8,0,0,161,84,0,0,0,0,0,0
MSTRG.26056|MIR935,MSTRG.26056|MIR935,10,7,28,28,14,0,12,0,2,11
MSTRG.26057|CACNG6,MSTRG.26057|CACNG6,18,0,27,20,0,0,2,14,0,0
MSTRG.26058|OSCAR,MSTRG.26058|OSCAR,6,0,9,33,3,0,0,0,0,1
MSTRG.26059|NDUFA3,MSTRG.26059|NDUFA3,12,6,11,8,5,0,10,0,0,0
MSTRG.2605|FAM72C,MSTRG.2605|FAM72C,38,5,22,37,5,0,6,0,3,2
MSTRG.26060|TFPT,MSTRG.26060|TFPT,13,0,5,16,3,0,2,0,0,2
MSTRG.26061|PRPF31,MSTRG.26061|PRPF31,44,7,11,24,17,0,10,0,0,11
MSTRG.26063|CNOT3,MSTRG.26063|CNOT3,70,22,50,126,38,0,31,0,6,40
MSTRG.26064|LENG1,MSTRG.26064|LENG1,4,0,5,5,0,0,1,0,0,3
MSTRG.26065|TMC4,MSTRG.26065|TMC4,44,3,8,64,12,0,11,0,0,30
MSTRG.26066|MBOAT7,MSTRG.26066|MBOAT7,107,29,25,199,43,1,72,0,4,35
MSTRG.26067|TSEN34,MSTRG.26067|TSEN34,28,4,11,28,9,0,8,0,1,4
MSTRG.26069|RPS9,MSTRG.26069|RPS9,139,24,31,207,27,0,36,0,2,14
MSTRG.2606|SRGAP2D,MSTRG.2606|SRGAP2D,21,8,32,101,23,0,9,0,0,7
MSTRG.26071|LILRB3,MSTRG.26071|LILRB3,5,1,20,68,2,0,0,1,2,2
MSTRG.26074|LILRA6,MSTRG.26074|LILRA6,2,2,31,61,3,0,0,0,4,2
MSTRG.26076|LILRB5,MSTRG.26076|LILRB5,4,5,46,22,9,0,0,1,7,5
MSTRG.26077|LILRB2,MSTRG.26077|LILRB2,15,0,23,326,15,0,0,0,3,8
MSTRG.2607|IGKV1OR1-1,MSTRG.2607|IGKV1OR1-1,2,0,8,0,0,0,0,0,0,0
MSTRG.26080|LILRA4,MSTRG.26080|LILRA4,0,0,11,9,7,0,0,0,0,0
MSTRG.26080|LILRA5,MSTRG.26080|LILRA5,0,0,10,28,2,0,0,0,0,0
MSTRG.26080|VN1R104P,MSTRG.26080|VN1R104P,0,0,2,0,0,0,0,0,0,0
MSTRG.26081|LAIR1,MSTRG.26081|LAIR1,30,12,46,492,35,0,0,2,10,24
MSTRG.26082|TTYH1,MSTRG.26082|TTYH1,82,19,54,31,37,0,22,0,5,16
MSTRG.26087|LENG8-AS1,MSTRG.26087|LENG8-AS1,44,2,6,60,25,0,7,0,2,24
MSTRG.26089|LENG8,MSTRG.26089|LENG8,1010,253,356,1581,571,5,269,0,89,416
MSTRG.26090|LENG9,MSTRG.26090|LENG9,13,9,11,13,6,0,9,0,0,2
MSTRG.26091|CDC42EP5,MSTRG.26091|CDC42EP5,0,0,15,6,5,0,0,0,0,0
MSTRG.26092|KIR3DX1,MSTRG.26092|KIR3DX1,0,0,23,2,0,0,0,0,0,0
MSTRG.26093|LILRA2,MSTRG.26093|LILRA2,0,0,34,30,0,0,0,0,0,0
MSTRG.26095|LILRB1,MSTRG.26095|LILRB1,11,7,28,261,13,0,0,0,0,0
MSTRG.26096|LILRB1-AS1,MSTRG.26096|LILRB1-AS1,0,0,0,1,0,0,0,0,0,0
MSTRG.26097|LILRB4,MSTRG.26097|LILRB4,16,4,21,192,18,0,0,0,0,7
MSTRG.26097|VN1R105P,MSTRG.26097|VN1R105P,2,1,1,12,1,0,0,0,0,0
MSTRG.26098|MIR8061,MSTRG.26098|MIR8061,0,0,0,1,0,0,0,0,0,0
MSTRG.26101|FCAR,MSTRG.26101|FCAR,0,0,9,5,0,0,0,0,0,0
MSTRG.26102|NLRP7,MSTRG.26102|NLRP7,0,0,7,0,0,0,0,0,0,0
MSTRG.26104|NLRP2,MSTRG.26104|NLRP2,13,0,21,6,12,0,3,0,0,9
MSTRG.26105|GP6-AS1,MSTRG.26105|GP6-AS1,11,8,6,7,7,0,6,0,0,7
MSTRG.26106|GP6,MSTRG.26106|GP6,3,4,7,5,7,0,3,0,0,0
MSTRG.26106|RDH13,MSTRG.26106|RDH13,41,25,33,75,38,0,26,0,2,31
MSTRG.26107|EPS8L1,MSTRG.26107|EPS8L1,292,32,78,168,105,0,24,0,0,113
MSTRG.26108|PPP1R12C,MSTRG.26108|PPP1R12C,539,86,255,778,236,7,214,0,57,171
MSTRG.2610|LINC02802,MSTRG.2610|LINC02802,21,3,23,18,10,0,2,0,0,0
MSTRG.26111|MIR7975,MSTRG.26111|MIR7975,0,0,0,0,0,0,3,0,0,0
MSTRG.26112|TNNT1,MSTRG.26112|TNNT1,30,0,24,31,0,0,0,0,0,14
MSTRG.26113|DNAAF3,MSTRG.26113|DNAAF3,10,5,38,21,35,0,0,0,0,49
MSTRG.26113|TNNI3,MSTRG.26113|TNNI3,0,8,23,14,0,0,0,0,0,0
MSTRG.26114|DNAAF3-AS1,MSTRG.26114|DNAAF3-AS1,0,0,0,0,0,0,6,0,0,0
MSTRG.26116|SYT5,MSTRG.26116|SYT5,0,3,89,9,0,0,0,0,0,1
MSTRG.26117|PTPRH,MSTRG.26117|PTPRH,0,0,90,64,21,0,0,5,0,0
MSTRG.2611|RNA5SP529,MSTRG.2611|RNA5SP529,0,0,0,0,0,0,0,0,0,0
MSTRG.26120|MIR6802,MSTRG.26120|MIR6802,0,0,1,2,0,0,0,0,0,0
MSTRG.26120|MIR6803,MSTRG.26120|MIR6803,5,0,2,0,0,0,0,0,0,0
MSTRG.26120|PPP6R1,MSTRG.26120|PPP6R1,543,106,230,684,222,6,156,2,41,127
MSTRG.26120|TMEM86B,MSTRG.26120|TMEM86B,36,13,66,51,7,0,17,0,2,3
MSTRG.26121|MIR6804,MSTRG.26121|MIR6804,2,0,6,2,0,0,0,0,0,1
MSTRG.26122|HSPBP1,MSTRG.26122|HSPBP1,53,0,30,51,24,0,26,0,0,15
MSTRG.26123|BRSK1,MSTRG.26123|BRSK1,58,0,81,147,22,0,35,0,0,80
MSTRG.26125|TMEM150B,MSTRG.26125|TMEM150B,0,0,73,67,5,0,6,0,0,14
MSTRG.26127|KMT5C,MSTRG.26127|KMT5C,250,26,167,162,144,0,69,0,10,54
MSTRG.26128|COX6B2,MSTRG.26128|COX6B2,27,0,70,32,22,0,2,0,6,2
MSTRG.26128|FAM71E2,MSTRG.26128|FAM71E2,0,9,63,0,0,0,0,0,0,0
MSTRG.26129|IL11,MSTRG.26129|IL11,24,15,76,18,0,0,4,0,0,7
MSTRG.2612|DRD5P2,MSTRG.2612|DRD5P2,0,0,38,0,0,0,3,0,0,0
MSTRG.26130|TMEM190,MSTRG.26130|TMEM190,0,0,11,0,0,0,0,0,0,5
MSTRG.26132|TMEM238,MSTRG.26132|TMEM238,73,24,9,36,15,0,20,0,0,26
MSTRG.26133|MIR6805,MSTRG.26133|MIR6805,1,1,1,1,0,0,0,0,0,0
MSTRG.26133|RPL28,MSTRG.26133|RPL28,878,197,220,1353,271,0,259,0,28,272
MSTRG.26134|UBE2S,MSTRG.26134|UBE2S,318,11,71,210,39,0,95,11,2,30
MSTRG.26135|SHISA7,MSTRG.26135|SHISA7,14,0,105,0,5,0,0,15,0,0
MSTRG.26136|ISOC2,MSTRG.26136|ISOC2,87,25,130,150,32,0,43,0,0,39
MSTRG.26137|C19orf85,MSTRG.26137|C19orf85,0,0,54,6,0,0,0,0,0,0
MSTRG.26139|ZNF628-DT,MSTRG.26139|ZNF628-DT,0,0,3,5,0,0,0,0,0,0
MSTRG.2613|PPIAL4E,MSTRG.2613|PPIAL4E,2,1,14,1,0,0,0,0,2,2
MSTRG.26140|ZNF628,MSTRG.26140|ZNF628,71,11,107,59,16,2,13,2,2,29
MSTRG.26141|NAT14,MSTRG.26141|NAT14,88,47,43,134,70,0,12,0,0,21
MSTRG.26142|SSC5D,MSTRG.26142|SSC5D,95,43,272,356,55,0,14,0,34,83
MSTRG.26143|SBK2,MSTRG.26143|SBK2,0,0,36,0,0,0,0,0,0,0
MSTRG.26144|SBK3,MSTRG.26144|SBK3,0,0,38,0,0,0,0,0,0,0
MSTRG.26145|ZNF579,MSTRG.26145|ZNF579,98,16,78,58,31,0,45,0,0,17
MSTRG.26146|FIZ1,MSTRG.26146|FIZ1,123,38,165,177,68,0,56,0,0,69
MSTRG.26147|ZNF524,MSTRG.26147|ZNF524,51,4,16,97,13,0,24,4,6,26
MSTRG.26148|ZNF865,MSTRG.26148|ZNF865,188,65,117,243,50,0,85,0,15,120
MSTRG.26150|ZNF784,MSTRG.26150|ZNF784,23,6,57,72,6,0,9,0,0,30
MSTRG.26151|CCDC106,MSTRG.26151|CCDC106,78,15,26,119,29,3,22,0,2,29
MSTRG.26151|ZNF580,MSTRG.26151|ZNF580,142,56,94,244,97,2,35,0,17,120
MSTRG.26151|ZNF581,MSTRG.26151|ZNF581,48,2,47,66,10,0,3,0,0,28
MSTRG.26152|U2AF2,MSTRG.26152|U2AF2,617,105,178,768,244,0,178,0,22,178
MSTRG.26155|EPN1,MSTRG.26155|EPN1,877,144,375,1202,367,0,215,0,46,211
MSTRG.26158|NLRP9,MSTRG.26158|NLRP9,12,0,47,0,0,0,0,0,0,0
MSTRG.26159|RN7SKP109,MSTRG.26159|RN7SKP109,0,0,16,2,0,0,0,0,0,0
MSTRG.2615|RNVU1-15,MSTRG.2615|RNVU1-15,38,1,3,22,5,0,1,0,1,2
MSTRG.26160|RFPL4A,MSTRG.26160|RFPL4A,0,0,19,0,0,0,0,0,0,0
MSTRG.26161|RFPL4AL1,MSTRG.26161|RFPL4AL1,0,0,25,0,0,0,0,0,0,0
MSTRG.26162|RFPL4AP1,MSTRG.26162|RFPL4AP1,0,0,20,0,0,0,0,0,0,0
MSTRG.26163|NLRP11,MSTRG.26163|NLRP11,0,0,51,0,0,0,0,0,0,0
MSTRG.26164|NLRP4,MSTRG.26164|NLRP4,0,0,77,0,0,0,0,0,0,0
MSTRG.26165|NLRP13,MSTRG.26165|NLRP13,0,0,48,0,0,0,0,0,0,0
MSTRG.26166|NLRP8,MSTRG.26166|NLRP8,0,0,54,0,0,0,0,0,0,0
MSTRG.26167|NLRP5,MSTRG.26167|NLRP5,0,0,62,0,0,0,0,0,0,0
MSTRG.26168|LINC01864,MSTRG.26168|LINC01864,0,0,25,7,0,0,0,0,0,0
MSTRG.26169|ZNF787,MSTRG.26169|ZNF787,272,39,114,292,78,0,48,0,0,76
MSTRG.26170|Y_RNA,MSTRG.26170|Y_RNA,3,0,1,9,4,0,0,0,0,0
MSTRG.26172|ZNF444,MSTRG.26172|ZNF444,394,58,282,609,187,0,126,0,18,214
MSTRG.26174|GALP,MSTRG.26174|GALP,0,0,34,0,0,0,0,0,0,0
MSTRG.26175|ZSCAN5B,MSTRG.26175|ZSCAN5B,0,0,32,0,0,0,0,0,0,0
MSTRG.26176|ZSCAN5C,MSTRG.26176|ZSCAN5C,0,0,44,0,0,0,0,0,0,0
MSTRG.26178|ZSCAN5A,MSTRG.26178|ZSCAN5A,77,19,92,102,46,0,11,0,0,16
MSTRG.26179|ZSCAN5DP,MSTRG.26179|ZSCAN5DP,7,0,12,5,0,0,0,0,0,0
MSTRG.26180|ZSCAN5A,MSTRG.26180|ZSCAN5A,12,2,14,9,2,0,1,0,4,4
MSTRG.26181|EDDM13,MSTRG.26181|EDDM13,46,16,61,96,27,0,0,0,0,23
MSTRG.26183|ZSCAN5A-AS1,MSTRG.26183|ZSCAN5A-AS1,8,9,53,22,14,0,8,0,0,22
MSTRG.26184|Y_RNA,MSTRG.26184|Y_RNA,0,0,0,0,0,0,0,0,0,0
MSTRG.26185|VN2R17P,MSTRG.26185|VN2R17P,4,7,10,2,5,0,0,0,0,1
MSTRG.2618|NBPF15,MSTRG.2618|NBPF15,550,58,254,884,135,0,99,0,2,129
MSTRG.26190|ZNF542P,MSTRG.26190|ZNF542P,117,101,45,233,86,0,28,0,0,31
MSTRG.26191|ZNF582,MSTRG.26191|ZNF582,22,12,27,75,16,0,0,0,0,0
MSTRG.26193|SLC25A36P1,MSTRG.26193|SLC25A36P1,9,4,7,13,11,0,0,0,0,0
MSTRG.26195|ZNF582-DT,MSTRG.26195|ZNF582-DT,0,0,15,12,6,0,0,0,0,0
MSTRG.26195|ZNF583,MSTRG.26195|ZNF583,42,47,79,110,20,0,5,0,0,21
MSTRG.26196|ZNF667,MSTRG.26196|ZNF667,54,81,134,115,71,0,33,0,0,7
MSTRG.26197|ZNF667-AS1,MSTRG.26197|ZNF667-AS1,73,65,182,173,88,0,52,0,7,2
MSTRG.2619|PFN1P6,MSTRG.2619|PFN1P6,13,1,8,26,1,0,4,0,2,12
MSTRG.26200|ZNF471,MSTRG.26200|ZNF471,41,76,86,400,121,0,26,0,19,30
MSTRG.26202|ZFP28-DT,MSTRG.26202|ZFP28-DT,0,0,15,10,0,0,0,0,0,0
MSTRG.26203|ZFP28,MSTRG.26203|ZFP28,167,44,112,236,37,0,20,0,4,10
MSTRG.26204|ZNF470-DT,MSTRG.26204|ZNF470-DT,16,0,44,21,4,0,12,0,0,0
MSTRG.26205|ZNF470,MSTRG.26205|ZNF470,110,39,111,171,67,0,34,0,10,11
MSTRG.26206|SIGLEC31P,MSTRG.26206|SIGLEC31P,0,0,9,0,0,0,0,0,0,0
MSTRG.26207|OR5AH1P,MSTRG.26207|OR5AH1P,0,0,59,0,0,0,1,0,0,0
MSTRG.26207|ZIM2-AS1,MSTRG.26207|ZIM2-AS1,0,0,12,0,0,0,0,0,0,0
MSTRG.26207|ZNF71,MSTRG.26207|ZNF71,132,48,143,123,96,0,46,7,0,47
MSTRG.26208|SMIM17,MSTRG.26208|SMIM17,7,5,16,10,10,0,0,0,0,6
MSTRG.26209|ZNF835,MSTRG.26209|ZNF835,23,6,23,29,9,0,0,0,0,9
MSTRG.26210|PEG3,MSTRG.26210|PEG3,44,22,149,33,83,12,0,4,6,13
MSTRG.26210|ZIM2,MSTRG.26210|ZIM2,0,4,52,0,0,0,0,0,0,0
MSTRG.26212|MIMT1,MSTRG.26212|MIMT1,0,2,23,0,0,0,0,0,0,0
MSTRG.26214|RPL7AP69,MSTRG.26214|RPL7AP69,0,0,12,0,0,0,7,0,0,0
MSTRG.26216|USP29,MSTRG.26216|USP29,0,0,50,0,0,0,0,0,0,0
MSTRG.26217|ZIM3,MSTRG.26217|ZIM3,0,0,27,0,0,0,8,0,0,0
MSTRG.2621|RNVU1-26,MSTRG.2621|RNVU1-26,4,4,4,2,0,0,0,0,0,1
MSTRG.26220|DUXA,MSTRG.26220|DUXA,0,0,0,0,0,0,0,0,0,0
MSTRG.26222|ZNF264,MSTRG.26222|ZNF264,867,176,379,1393,362,0,90,0,35,222
MSTRG.26223|AURKC,MSTRG.26223|AURKC,7,5,41,10,13,0,0,0,0,3
MSTRG.26224|ZNF805,MSTRG.26224|ZNF805,457,109,189,532,131,0,55,0,5,63
MSTRG.26225|ZNF460-AS1,MSTRG.26225|ZNF460-AS1,12,11,45,85,13,0,0,0,0,6
MSTRG.26226|ZNF460,MSTRG.26226|ZNF460,1382,141,339,1623,244,0,87,5,32,202
MSTRG.2622|RNVU1-2A,MSTRG.2622|RNVU1-2A,60,44,14,121,52,2,10,1,15,41
MSTRG.26230|ZNF543,MSTRG.26230|ZNF543,323,60,137,266,81,0,17,0,4,34
MSTRG.26232|ZNF304,MSTRG.26232|ZNF304,204,56,128,307,73,0,16,0,0,36
MSTRG.26233|TRAPPC2B,MSTRG.26233|TRAPPC2B,47,9,33,34,9,0,15,0,0,9
MSTRG.26233|ZNF17,MSTRG.26233|ZNF17,134,41,68,235,70,2,36,0,0,48
MSTRG.26233|ZNF547,MSTRG.26233|ZNF547,53,21,52,60,32,0,10,0,0,12
MSTRG.26233|ZNF548,MSTRG.26233|ZNF548,424,47,114,592,129,20,50,0,12,69
MSTRG.26233|ZNF749,MSTRG.26233|ZNF749,245,76,69,189,104,0,27,0,9,54
MSTRG.26234|VN1R1,MSTRG.26234|VN1R1,51,20,35,43,14,0,14,0,0,7
MSTRG.26234|ZNF772,MSTRG.26234|ZNF772,352,52,115,406,64,10,21,1,9,44
MSTRG.26236|VN1R107P,MSTRG.26236|VN1R107P,3,0,5,7,3,0,1,0,0,0
MSTRG.26238|ZNF419,MSTRG.26238|ZNF419,165,61,90,234,79,0,19,0,16,37
